task_id,status,edit_task,pass@1,pass@5,pass@10,pass_ratio
HumanEval/117,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/117,0.10,0.50,1.00,0.10
HumanEval/148,edit,HumanEval/117,0.80,1.00,1.00,0.80
HumanEval/104,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/124,edit,HumanEval/117,0.20,0.78,1.00,0.20
HumanEval/157,edit,HumanEval/117,0.90,1.00,1.00,0.90
HumanEval/5,edit,HumanEval/117,0.60,1.00,1.00,0.60
HumanEval/138,edit,HumanEval/117,0.50,1.00,1.00,0.50
HumanEval/135,edit,HumanEval/117,0.30,0.92,1.00,0.30
HumanEval/46,edit,HumanEval/117,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/117,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/104,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/104,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/104,0.30,0.92,1.00,0.30
HumanEval/117,edit,HumanEval/104,0.20,0.78,1.00,0.20
HumanEval/124,edit,HumanEval/104,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/104,0.70,1.00,1.00,0.70
HumanEval/5,edit,HumanEval/104,0.70,1.00,1.00,0.70
HumanEval/138,edit,HumanEval/104,0.50,1.00,1.00,0.50
HumanEval/135,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/46,edit,HumanEval/104,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/104,0.10,0.50,1.00,0.10
HumanEval/124,edit,HumanEval/124,0.10,0.50,1.00,0.10
HumanEval/159,edit,HumanEval/124,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/124,0.30,0.92,1.00,0.30
HumanEval/148,edit,HumanEval/124,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/157,edit,HumanEval/124,0.80,1.00,1.00,0.80
HumanEval/5,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/138,edit,HumanEval/124,0.40,0.98,1.00,0.40
HumanEval/135,edit,HumanEval/124,0.50,1.00,1.00,0.50
HumanEval/46,edit,HumanEval/124,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/124,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/157,0.50,1.00,1.00,0.50
HumanEval/159,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/157,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/157,0.50,1.00,1.00,0.50
HumanEval/117,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/157,0.30,0.92,1.00,0.30
HumanEval/124,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/157,0.60,1.00,1.00,0.60
HumanEval/138,edit,HumanEval/157,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/157,0.50,1.00,1.00,0.50
HumanEval/46,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/157,0.00,0.00,0.00,0.00
HumanEval/5,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/159,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/148,edit,HumanEval/5,0.60,1.00,1.00,0.60
HumanEval/117,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/104,edit,HumanEval/5,0.10,0.50,1.00,0.10
HumanEval/124,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/5,0.80,1.00,1.00,0.80
HumanEval/138,edit,HumanEval/5,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/5,0.40,0.98,1.00,0.40
HumanEval/46,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/36,edit,HumanEval/5,0.00,0.00,0.00,0.00
HumanEval/138,edit,HumanEval/138,0.70,1.00,1.00,0.70
HumanEval/159,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/138,0.30,0.92,1.00,0.30
HumanEval/148,edit,HumanEval/138,0.90,1.00,1.00,0.90
HumanEval/117,edit,HumanEval/138,0.20,0.78,1.00,0.20
HumanEval/104,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/124,edit,HumanEval/138,0.10,0.50,1.00,0.10
HumanEval/157,edit,HumanEval/138,0.30,0.92,1.00,0.30
HumanEval/5,edit,HumanEval/138,0.50,1.00,1.00,0.50
HumanEval/135,edit,HumanEval/138,0.20,0.78,1.00,0.20
HumanEval/46,edit,HumanEval/138,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/138,0.00,0.00,0.00,0.00
HumanEval/135,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/159,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/135,0.40,0.98,1.00,0.40
HumanEval/117,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/104,edit,HumanEval/135,0.10,0.50,1.00,0.10
HumanEval/124,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/157,edit,HumanEval/135,0.60,1.00,1.00,0.60
HumanEval/5,edit,HumanEval/135,0.50,1.00,1.00,0.50
HumanEval/138,edit,HumanEval/135,0.20,0.78,1.00,0.20
HumanEval/46,edit,HumanEval/135,0.30,0.92,1.00,0.30
HumanEval/36,edit,HumanEval/135,0.00,0.00,0.00,0.00
HumanEval/46,edit,HumanEval/46,0.80,1.00,1.00,0.80
HumanEval/159,edit,HumanEval/46,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/46,0.10,0.50,1.00,0.10
HumanEval/148,edit,HumanEval/46,0.70,1.00,1.00,0.70
HumanEval/117,edit,HumanEval/46,0.30,0.92,1.00,0.30
HumanEval/104,edit,HumanEval/46,0.10,0.50,1.00,0.10
HumanEval/124,edit,HumanEval/46,0.30,0.92,1.00,0.30
HumanEval/157,edit,HumanEval/46,0.90,1.00,1.00,0.90
HumanEval/5,edit,HumanEval/46,0.60,1.00,1.00,0.60
HumanEval/138,edit,HumanEval/46,0.30,0.92,1.00,0.30
HumanEval/135,edit,HumanEval/46,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/46,0.20,0.78,1.00,0.20
HumanEval/36,edit,HumanEval/36,0.30,0.92,1.00,0.30
HumanEval/159,edit,HumanEval/36,0.00,0.00,0.00,0.00
HumanEval/6,edit,HumanEval/36,0.20,0.78,1.00,0.20
HumanEval/148,edit,HumanEval/36,0.80,1.00,1.00,0.80
HumanEval/117,edit,HumanEval/36,0.10,0.50,1.00,0.10
HumanEval/104,edit,HumanEval/36,0.10,0.50,1.00,0.10
HumanEval/124,edit,HumanEval/36,0.10,0.50,1.00,0.10
HumanEval/157,edit,HumanEval/36,0.80,1.00,1.00,0.80
HumanEval/5,edit,HumanEval/36,0.60,1.00,1.00,0.60
HumanEval/138,edit,HumanEval/36,0.50,1.00,1.00,0.50
HumanEval/135,edit,HumanEval/36,0.20,0.78,1.00,0.20
HumanEval/46,edit,HumanEval/36,0.00,0.00,0.00,0.00
