task_id,pass_rate_diff,file1_pass_rate,file2_pass_rate
HumanEval/23,0.0,100.0,100.0
HumanEval/111,0.0,0.0,0.0
HumanEval/41,0.0,100.0,100.0
HumanEval/28,0.0,100.0,100.0
HumanEval/107,0.0,20.0,20.0
HumanEval/54,0.0,0.0,0.0
HumanEval/7,0.0,100.0,100.0
HumanEval/151,0.0,0.0,0.0
HumanEval/78,0.0,0.0,0.0
HumanEval/42,0.0,100.0,100.0
HumanEval/153,0.0,100.0,100.0
HumanEval/66,0.0,100.0,100.0
HumanEval/79,0.0,100.0,100.0
HumanEval/113,0.0,100.0,100.0
HumanEval/29,0.0,100.0,100.0
HumanEval/115,0.0,0.0,0.0
HumanEval/149,0.0,0.0,0.0
HumanEval/0,0.0,100.0,100.0
HumanEval/123,-10.0,0.0,10.0
HumanEval/59,-10.0,20.0,30.0
HumanEval/39,-10.0,0.0,10.0
HumanEval/61,-10.0,0.0,10.0
HumanEval/16,-10.0,90.0,100.0
HumanEval/159,-10.0,30.0,40.0
HumanEval/147,-10.0,50.0,60.0
HumanEval/8,-10.0,90.0,100.0
HumanEval/37,-10.0,0.0,10.0
HumanEval/18,-10.0,40.0,50.0
HumanEval/100,-10.0,10.0,20.0
HumanEval/142,-20.0,0.0,20.0
HumanEval/69,-20.0,0.0,20.0
HumanEval/6,-20.0,50.0,70.0
HumanEval/90,-20.0,0.0,20.0
HumanEval/81,-20.0,80.0,100.0
HumanEval/9,-40.0,30.0,70.0
HumanEval/51,-50.0,30.0,80.0
HumanEval/65,-60.0,10.0,70.0
HumanEval/67,-60.0,30.0,90.0
HumanEval/154,-60.0,0.0,60.0
HumanEval/105,-70.0,30.0,100.0
